rw_ntu_lag_steps,rw_ph_lag_steps,alum_lag_steps,rw_flow_lag_steps,ridge,mean_validation_rmse_ntu
1,2,2,2,0.01,0.5343359975763279
1,2,2,2,0.1,0.5345677156349325
1,2,2,2,1.0,0.5348453181764425
1,2,2,2,10.0,0.5354109836376646
1,2,2,2,100.0,0.5475797181297101
1,2,2,3,0.01,0.5313766453126287
1,2,2,3,0.1,0.5318181599103996
1,2,2,3,1.0,0.532600752227969
1,2,2,3,10.0,0.533423150706712
1,2,2,3,100.0,0.5455297593102445
1,2,3,0,0.01,0.5341845622084168
1,2,3,0,0.1,0.5342193210280023
1,2,3,0,1.0,0.5343264491384921
1,2,3,0,10.0,0.5349125144557904
1,2,3,0,100.0,0.5470385479010688
1,2,3,1,0.01,0.5366300218740812
1,2,3,1,0.1,0.5365587498817753
1,2,3,1,1.0,0.5363695653143872
1,2,3,1,10.0,0.5367098504158092
1,2,3,1,100.0,0.5486367296656143
1,2,3,2,0.01,0.5346963798667492
1,2,3,2,0.1,0.5348320816079429
1,2,3,2,1.0,0.5351216664411211
1,2,3,2,10.0,0.5357886108000107
1,2,3,2,100.0,0.5480284744116733
1,2,3,3,0.01,0.5317464082759963
1,2,3,3,0.1,0.5321010125471823
1,2,3,3,1.0,0.5328868116446716
1,2,3,3,10.0,0.5337956198944056
1,2,3,3,100.0,0.5459693763905036
1,3,0,0,0.01,0.5341902371906532
1,3,0,0,0.1,0.5343270357945411
1,3,0,0,1.0,0.5345712654783513
1,3,0,0,10.0,0.5352210190210723
1,3,0,0,100.0,0.5473586027012465
1,3,0,1,0.01,0.5366828339430719
1,3,0,1,0.1,0.5366622384821175
1,3,0,1,1.0,0.5365637326414688
1,3,0,1,10.0,0.5370145614929323
1,3,0,1,100.0,0.548979683324725
1,3,0,2,0.01,0.5348481397116956
1,3,0,2,0.1,0.5349977280905882
1,3,0,2,1.0,0.5353059055684574
1,3,0,2,10.0,0.536057538496015
1,3,0,2,100.0,0.5483385571314945
1,3,0,3,0.01,0.5318903929366663
1,3,0,3,0.1,0.5322596582144489
1,3,0,3,1.0,0.5330780246117443
1,3,0,3,10.0,0.5340660502421998
1,3,0,3,100.0,0.5462744672678898
1,3,1,0,0.01,0.5348644809543929
1,3,1,0,0.1,0.5349097254937293
1,3,1,0,1.0,0.5349314614426353
1,3,1,0,10.0,0.5352731016989748
1,3,1,0,100.0,0.5472836100977135
1,3,1,1,0.01,0.5373836667869124
1,3,1,1,0.1,0.5372830325665185
1,3,1,1,1.0,0.5369610134478846
1,3,1,1,10.0,0.5370752676425291
1,3,1,1,100.0,0.5489052666113593
1,3,1,2,0.01,0.5354602726213452
1,3,1,2,0.1,0.5355433677782987
1,3,1,2,1.0,0.5356561230742666
1,3,1,2,10.0,0.5361086022688535
1,3,1,2,100.0,0.5482675451300048
1,3,1,3,0.01,0.532478745585217
1,3,1,3,0.1,0.5327730950047103
1,3,1,3,1.0,0.5333847132794182
1,3,1,3,10.0,0.5341026545939243
1,3,1,3,100.0,0.5462034257845296
1,3,2,0,0.01,0.5344726841238121
1,3,2,0,0.1,0.5346059684223544
1,3,2,0,1.0,0.5347339723004899
1,3,2,0,10.0,0.5351766812899967
1,3,2,0,100.0,0.5471962911480588
1,3,2,1,0.01,0.5369510040287059
1,3,2,1,0.1,0.5369450526534953
1,3,2,1,1.0,0.5367391554278319
1,3,2,1,10.0,0.5369604533955593
1,3,2,1,100.0,0.5488045642648504
1,3,2,2,0.01,0.5351184293554532
1,3,2,2,0.1,0.5352898385880177
1,3,2,2,1.0,0.5354953378392906
1,3,2,2,10.0,0.5360219226972092
1,3,2,2,100.0,0.5481773781788557
1,3,2,3,0.01,0.5321382239941591
1,3,2,3,0.1,0.5325271307164715
1,3,2,3,1.0,0.5332455879618001
1,3,2,3,10.0,0.5340322801009424
1,3,2,3,100.0,0.5461255823057687
1,3,3,0,0.01,0.5344092947309826
1,3,3,0,0.1,0.5344356138039188
1,3,3,0,1.0,0.5344718916341857
1,3,3,0,10.0,0.5350238023017324
1,3,3,0,100.0,0.5471193729777689
1,3,3,1,0.01,0.5368328912806604
1,3,3,1,0.1,0.536763039491869
1,3,3,1,1.0,0.5365155099480335
1,3,3,1,10.0,0.536822904683804
1,3,3,1,100.0,0.5487184426187541
1,3,3,2,0.01,0.5348680476840676
1,3,3,2,0.1,0.5350177134397839
1,3,3,2,1.0,0.5352657313762698
1,3,3,2,10.0,0.5359035308501513
1,3,3,2,100.0,0.5481119790173603
1,3,3,3,0.01,0.5319241260852753
1,3,3,3,0.1,0.532285163476947
1,3,3,3,1.0,0.5330328539008637
1,3,3,3,10.0,0.5339142043729466
1,3,3,3,100.0,0.5460557608817029
2,0,0,0,0.01,0.5328572787753914
2,0,0,0,0.1,0.5330094829351129
2,0,0,0,1.0,0.5332568603143517
2,0,0,0,10.0,0.5338378273873121
2,0,0,0,100.0,0.5457649888860678
2,0,0,1,0.01,0.5353319005963525
2,0,0,1,0.1,0.5353232697242853
2,0,0,1,1.0,0.5352215077407606
2,0,0,1,10.0,0.5356172845359515
2,0,0,1,100.0,0.5473834240340978
